address,score,account_age_days,eth_balance,tx_count,tx_success_rate,defi_interactions,token_diversity,malicious_score,mixer_score,delegations_given,delegations_received,delegation_success_rate,zkp_usage,delegation_capacity,staked_collateral,reputation_score,private_key
0x8b55EA1F008FD2532667257a37F386ee39F82305,501.67346266701946,137.00914414740149,0.03749033211920092,39,0.9099686211122355,22,15,0.05075461863738914,0.01929068372961934,2,0,0.9414359044173455,0,0.0037490332119200923,0.0018745166059600461,0.7729699551991487,8af91e2515ca37c2004984d583208dd20c757187530e6202301f8d64b3605bab
0x2f76a6F73A2Ba1Dfb0316e85e16481D733510ADf,516.2683928687795,669.7178055438874,6.11655125159648,315,0.8506369461162303,45,2,0.08083155909204008,0.05240119474011678,0,0,0.9154171751597019,0,0.611655125159648,0.305827562579824,0.8274352680954065,7c60bad7882b4aad96f25b5914963fbb929894b4d2e8ddf7fe0c5d87bc3a96ce
0x2687e336d7E549D22d0fEDED80e8eC7f0360001a,484.50187607868827,26.5880296207545,0.04913814857812324,18,0.9405677596420615,19,13,0.024368051457410635,0.060102796697455274,0,0,0.8855486661297478,0,0.0049138148578123245,0.0024569074289061623,0.46932149510849164,673ec245b97b580ffc633948b9b69f053dde10172a6144cd99015e447f0b7cfa
0x35aCd7f64385FAF5a18D9e141E2C90E938dbeF7C,522.0253831288338,137.15720333091565,5.126685943389068,7,0.9374724410287455,33,10,0.08466715810435368,0.0021306044548174753,0,0,0.0,0,0.5126685943389069,0.25633429716945344,0.0,9425763b99c65bb7ab97827f8df435e45ef16f271cbef95a06925199d31fcc5a
0x8f58b018eF6268803D2F0A7880c83e5B96073f25,452.4173620799379,27.199218778716777,6.929181882773386,3,0.9381212613518223,33,1,0.2107334881334251,0.03799439945703681,0,0,0.0,0,0.6929181882773386,0.3464590941386693,0.0,660bbdf18557ad285ac93ba119420e56eda99ebc0ce328fa4371a73ae25ef31d
0xE85C214a5D8eD2D4aB02F9E0Ab7e4114F3B0D3f0,516.5460944575176,1466.097342882257,0.7657005166703178,543,0.930226526268031,25,9,0.06429442825107594,0.08982150394897886,0,0,0.7220732741184652,0,0.07657005166703179,0.038285025833515895,0.5697834008796963,5c2816135c97132e1b4c53373a75eb5f59b25fa14c957bba3e6a522d9f25fa2c
0x6EDC0442448d55209127d29E06fBb29aAeE8C6d4,503.1680740785668,1128.2939477551736,0.6650685667005808,2007,0.8619712115986594,6,9,0.04970629847761241,0.029768621143173614,0,0,0.0,0,0.06650685667005808,0.03325342833502904,0.09716576920912101,0b51860b70297d8be95b8aef80756015f7205c0a08699f1dd5a390b5bf0cf7b9
0xeB82711032B001c0469aE1cACf5f188868eF9b5E,490.5086668712261,641.2668881557986,0.7309252554961655,424,0.9600958445468903,3,17,0.07088798915072254,0.08017934580456101,0,3,0.0,1,0.07309252554961655,0.036546262774808276,0.1331629698963397,27c66682f9c97b3a9810d19602652e32c6be42d5f55b89a74f5b8b4bf8290bfe
0x714304436A6462a55245381b50FEd29ff66eFebC,508.85727852542794,911.8396246199301,0.057686535565627674,568,0.9845904813635342,16,12,0.06326011894412725,0.037200573491745936,0,0,0.0,0,0.0057686535565627675,0.0028843267782813838,0.8485906436658719,beb8b3bb0260dd4c38849dfa1748500ae0a8e89217cde11593b949708cd5da6d
0x1abe6cE2F123C3A505a60974A86D1126D791E43E,670.7654992199155,765.7871380576318,0.4340514069946435,7345,0.8709779724742917,28,15,0.0636945071174082,0.030960821165538666,0,0,0.8169412191071441,1,0.043405140699464356,0.021702570349732178,0.5395061251767612,470107170996904ad430ddab65efeb3a8de1ee9acd47f2cb46372196696ce470
0x7da06F6b47b79f11d3a3AE4149AB28e88B3964e5,538.4060612796465,560.1033466078112,0.09841253943517872,213,0.9825537578558776,40,12,0.07908157151366035,0.02753573378481602,0,1,0.0,0,0.009841253943517873,0.004920626971758936,0.3361212297560392,2a8fb90fe8a25eb0ac88a4cf6192f584f67d3bc4154d87adc53f1522b6fded16
0x74AcF62b405f916a42C7dce3eC1744B87C4A153f,409.9117184402758,202.50322061279303,0.015150824545902575,53,0.970887887618447,2,7,0.09647464493835728,0.09043952598715525,2,0,0.0,0,0.0015150824545902576,0.0007575412272951288,0.745330787364333,92920659f228350b6f033a93695b770abdd0fe8de3ba07425a7403638d2706b1
0x47Ea6dB881c13a33d2A66A2Fe0616317c85679b0,450.5743350726919,78.27423221353112,0.15131877726445328,7,0.9645478824912205,17,20,0.38459590418715095,0.04001577158681078,0,0,0.0,0,0.01513187772644533,0.007565938863222665,0.0,f3b73a68682f078c9c8f842d233e9be9955bfcf8567c69d9ceb70d3c4ae88777
0xE5B590f622bE40e48C8F29C01FCC244472d6649D,501.8226953724879,105.98797265140757,0.9864680798575862,30,0.9510527338735915,47,5,0.03452304329178862,0.09209393218961892,4,0,0.0,0,0.09864680798575863,0.049323403992879315,0.5410685951297842,c8943ad2ac9d33306d37e33981b238927cf90dde3f4805b6d5d5f6ed49b2099d
0xbbF5A599ec9c62c167BaAe677aB7945b7bD62469,665.8661408209942,320.51390300150604,46.118956147115355,83,0.9269253461493165,2,6,0.006105572013563088,0.00427508632507071,0,0,0.8482173934094863,0,4.6118956147115355,2.3059478073557678,0.28771845810890007,a811d578e1c5c97e788a414ac9984ff99242a06e7792b91a1c708e55798058e2
0x636e2E27D5F0367A42cf8B404D06d1127f087f0C,475.18695643858234,77.51352687142048,0.34232415979659786,19,0.86469619972481,22,10,0.03335743296630781,0.01884304006713272,0,1,0.9836788206159471,1,0.034232415979659786,0.017116207989829893,0.8895268332244447,11161f09d46d4913d6db7cf33372bfd5b2b72c1d48fb5af8e75c6a34b8c692f5
0x00134AE54c9f619e489D58F9866c3A82a83E37C0,532.2392150633566,244.03620041169788,0.5730075404138968,9,0.9890982116284641,44,12,0.049797176918635055,0.09628087811188582,0,0,0.70368204509353,0,0.05730075404138968,0.02865037702069484,0.0,af489ca0e7213e6ba465b943580acdec9b66350627cbd25c546f7a6ad0dbedc0
0xa4Cd207b04DdAB96fC6Fe5127E88B015687123F2,460.744830314594,236.55980288515624,0.062113250779348796,10,0.9823995907885884,41,0,0.09216300421579263,0.053694564433382025,0,3,0.9198165364956152,1,0.00621132507793488,0.00310566253896744,0.0,3feb1ed81ae6b7220594d26b403696cf8d75afde9883e221e9815408b5e03bd5
0xC8E87e05e72cF6d69C6df2d44a42d89427Ba5AD8,438.3100206735703,687.9578906868285,0.0678161114684887,98,0.925279634829188,4,6,0.06624164740546065,0.0007790351618600978,5,0,0.0,0,0.006781611146848871,0.0033908055734244353,0.5761891876812717,f5b8d847245995dc6cce1d91b1f9392b67dacc1b47f843b11c35b5ea87bef757
0x4DFc75aCf3d38E6a6071aebF561b0dBFd972D80C,527.17078221515,263.0842725021562,0.05501518107861319,10,0.8982634323611635,44,14,0.07430722932657534,0.08984652899183106,0,2,0.0,0,0.005501518107861319,0.0027507590539306596,0.0,453346e6d8592e3ed5d89c8986dd0ae6ae810660b2b97ad7fb9a7d1334355339
0x26C1353628388971726EE81563c89605fF92B62c,447.90492445117525,269.90150528832237,2.554764334245887,783,0.9957440074035486,8,4,0.0797620620569534,0.05030298225159675,0,0,0.0,0,0.2554764334245887,0.12773821671229435,0.6147294312498647,e2f1bc4a5f0327f3a32353582929c72c44dc44f1e5063da26fc69f045db2b465
0x36111A906b7089e0642214aa13798CDEc9d2A3db,570.2571247088188,336.25368318213395,0.7332407931136959,5366,0.8626739066425273,35,2,0.07929029657701439,0.0023389352121490183,0,0,0.0,0,0.0733240793113696,0.0366620396556848,0.6129911451277907,6c65e7f5c73ca262f7516656b78d366f8c23856d7b75dd9cbefcc9f502ac8f17
0x682AAdC577046287f0b527246331C287e07990e4,850.0,222.79479236175504,6.1437856050906605,83273,0.9057946999013526,29,11,0.010099325477530618,0.06531680198810266,0,0,0.0,0,0.6143785605090661,0.30718928025453307,0.39102248204445744,4bfde2063f06c771cce6070ae48a85c2c5a8310bc99ba83fbfcfb2ed1aeaa12f
0xEC42F86868330a033435Be95BF0e99b75A1E6B66,472.213739830091,107.29501948662143,0.033104059910447146,25,0.8801162208534921,43,0,0.026438611904476307,0.0007684649926068655,0,0,0.0,0,0.003310405991044715,0.0016552029955223574,0.06572875761198316,028d3bcf747d615b00f86b19ef5566929bc4ee69282aab497b712b1b1aef3c0c
0xE0b3dae9e63E8148ca3B265B0816bFeB05a976E0,490.742764781367,249.3991863512495,0.2113857935699135,283,0.9521701511177897,24,9,0.0015834330738389803,0.07138231402717315,2,0,0.8236913905211942,0,0.02113857935699135,0.010569289678495675,0.764594260846682,d532cdd8cfe491474f52069600b87952751bd4171b896cc049d9dd17397a8c44
0xaDa9Eb221aeA85b27D28da56180a0d8Faaf10f55,552.366427277291,897.2851282890957,0.029576651830979895,890,0.9596177073443852,17,20,0.06373051522901726,0.04920185246800138,0,0,0.0,0,0.00295766518309799,0.001478832591548995,0.9318849859886356,f1283a985e96b7fd615a3ecf6dd00f68b177b02c8ee9a848727d924f590e3350
0x58aC0f19C65756227aD11dCE482f06F1C08Fec42,572.1434387412957,1123.0453823081396,0.007474167187856817,99,0.893988908257397,38,15,0.0048045423087781924,0.0005352073147130487,0,3,0.0,0,0.0007474167187856818,0.0003737083593928409,0.892596339050188,0e4ca1305d93e5738b34683b2279fd9e92b9401d08e5f6498ec776439f352d80
0x33BEbE20D948f980ac493E5F65dF1d0760a95842,700.9731864190567,762.04608532267,6.675877250231128,7740,0.8774699275013313,31,14,0.08106345821486771,0.07745650586403802,0,0,0.0,0,0.6675877250231128,0.3337938625115564,0.3252223428035894,63e81f84d0a9e0a5f7fe66ddfe63f0b6e7d5844ad017b35f8502a6ef1a54e720
0x3a1f5F1308229f139b6f129412c9fb70542B3aFA,564.9126569957376,1706.0536431238459,0.8183963795471209,60,0.9292111257038949,28,17,0.03624767422168884,0.09194732220048546,4,1,0.0,0,0.0818396379547121,0.04091981897735605,0.46083585792789206,a45fd404aa84274133f0e4ed7ecbf451dea19a2a87086c6b7ccb7fa944396807
0xf774F768Bc6C1FA10712a2844522dA9010c51976,576.6776354178387,1718.0490122216438,0.029831966444337846,8,0.9170810746932797,36,16,0.028554232503302048,0.05799080889552327,0,0,0.8906557780466495,0,0.0029831966444337846,0.0014915983222168923,0.0,2cb39fa1a0576bd3dcdd4a0bfa6b4b628b5cc313a661f608ec4b5ce74e7b6aba
0x703f3c0bC55B8282fBf5dF046fd05Db6b64a2B30,423.3149915596077,47.51720812040061,0.052509904365528465,4,0.9588923371967429,10,4,0.05596651140617892,0.020168871460170726,0,0,0.735913108031211,0,0.0052509904365528465,0.0026254952182764232,0.0,9e8fd40f001e6c4bf80fc287915cb89fbb586c0a2d8f8debbdd66467fcf8bc07
0x45e70a9005126DE7c5265d78EAd955b4Adf980ff,463.7415179697572,114.58901011200557,0.7711529996165036,7,0.9665042875537199,42,0,0.06102101087616029,0.07893265695360525,1,0,0.0,0,0.07711529996165037,0.038557649980825184,0.0,f4977ba75a9a28f9ed74c62e05fc246d4ccee5cf38345a37804b3108e9bb745a
0x4b201220895bda3E931088959C3E3Ee573EcF6Fb,693.0397043447799,302.6437153898724,7.820850985048232,5529,0.8679381787741136,39,20,0.09533849789293532,0.07108185013402689,0,1,0.7826774289467552,1,0.7820850985048233,0.39104254925241166,0.6308406959688636,75ec3ff53621d439333a16a9dde1234ce602a805c5f77f419ce5e0e4637825ef
0x43E64B18bC43B4Cb949Ec428B965aC3Bcd2D0eb3,474.4567819426525,1551.3025762606508,0.03995240219257769,44,0.9621397977726868,6,6,0.00870866157453678,0.03731111984112603,0,3,0.0,0,0.003995240219257769,0.0019976201096288844,0.2945651257281975,ada10852cab49bcf78f81df90e6c574cd2c052e27000143227b1e33c1f6761c3
0xd8E3f308dbdcd936d2DFE8d18Ae14714DEAC421B,512.2988642867463,68.72463370259041,6.251495649118192,643,0.9896026322600987,20,9,0.028494126407417386,0.07975279053436324,0,0,0.0,0,0.6251495649118193,0.31257478245590964,0.9186489534465268,eeab866af69c5c10415a341a6fc71848d99ddbd374a038243ec8cdde5738dcec
0xba468c250F342F4f9fd540AAb0E9EA7702D6eC7e,469.2646284235755,69.70535762408613,0.256275181735735,834,0.920497411130291,22,4,0.01149595530589691,0.029046889081802352,0,0,0.0,0,0.0256275181735735,0.01281375908678675,0.4107460251987919,1317b44419f121a0a34ed5318669e7929b3ba282d09b2d753479e08cfe4a4932
0x6f8A1D684C83bdbf28B3d006DeBD5F723ff801c7,530.6035105961728,616.0977516921921,3.6745697035618536,82,0.9535285106585452,41,6,0.012196968680663911,0.07468123805785624,0,0,0.0,1,0.3674569703561854,0.1837284851780927,0.7317101579593119,3e0cd6bfa121eed0966ba7823891e0bbb5831813eb4c1d3d466a75250e64033f
0xA73D760DEA564905D7693DF9E0Db5Ca3019c3578,850.0,531.5006242781433,0.020797687820052726,50768,0.9548125671675854,36,16,0.08926452016455898,0.04421020145271235,3,0,0.9804646586690189,0,0.0020797687820052727,0.0010398843910026363,0.30840903759562655,2cc37f67e2bb3926f50f06d7d225ba6bee60434fd731bd79aca18c15a0731bdf
0x819dc7aad03548c6aBB6B90c052DACaB353e2C64,600.3371233367486,49.933814898269574,0.0360725146007911,3514,0.8972072251589585,37,19,0.09026477423154151,0.08106037752721984,3,3,0.0,0,0.00360725146007911,0.001803625730039555,0.7050008864337565,99ae8cd3a511e9cba3599a84511572d3d3ea39b3d036a23661d53d892a5079d4
0xC00Dec6CA0399cF42f800B8B26D5cAfc74371953,833.3982374917149,250.5758463513584,74.6267957923218,86,0.8562483520836993,28,3,0.008974055645775613,0.021005714866453543,0,0,0.0,0,7.46267957923218,3.73133978961609,0.15136677179851787,42a7d020a8ec37bc6ccd004686109a8578be67991f72cce57461c0a189033ffc
0x9D6CB4951a19F8747b6cd0504bb131DDDb490732,464.4661698929723,44.43174809787831,0.040602149714756376,30,0.9017880122838055,23,7,0.017841581547323595,0.03443089294388335,5,0,0.0,0,0.004060214971475638,0.002030107485737819,0.7147041368924675,3d8651d0ef00396d76749ca81abb40c51166cfb4c3e37f1077c8257911f3def8
0x32a89Fe90A4FE1c20C9aC5a05E90aa2578b233fF,485.325273418981,8.052641137574698,0.7936882847942004,83,0.9882628248160342,33,5,0.0023369948571020926,0.06588447880208045,0,0,0.0,1,0.07936882847942005,0.039684414239710024,0.47234868486945436,7edc9e3634b5f0c52dc5d8c37b4aa556cd69acfdcd4870e75b92a14b66ec757f
0xa10dbF05703C4474f8B9626fa55f3fD00EE48482,537.0830376988397,1008.22979823143,2.692550083440789,17,0.9928443718686404,35,9,0.06081364163624882,0.043094371840666425,0,3,0.0,1,0.26925500834407895,0.13462750417203947,0.6064457570279085,8f2c1efd8da010b8d9404446a2f89f7fb9b935032f5ab3d652eb761d7b850b13
0x5099420E440FF7c031E0f2d02040Ecf571057175,555.816868876223,223.882180765073,8.211744225153478,769,0.8757998716356586,19,17,0.05588092671775579,0.04106274964456219,5,1,0.0,0,0.8211744225153478,0.4105872112576739,0.02147301306429006,3ca863f4f5c4174256f456288556c08905a6830c5c46b0a5bbe3405c61d3c64a
0x99e7917A194E52f7a2689Bc6bcb7DeC9Cf5436fe,850.0,13.5867669405817,72.56180199556289,3046,0.9518279434021456,27,20,0.05977071318891774,0.05251164677015399,1,0,0.0,1,7.256180199556289,3.6280900997781447,0.019362696840206528,a1bb8b232dfae946dce42c992bff6f8e6b426e5ff7feb4a938747ab8409f9ea6
0x6E1F7638336618F636Df3c1092695bba83e228A7,604.788031145237,207.70439969573215,8.54982174600234,7371,0.992896538934209,0,4,0.025563528067379795,0.0349903824215515,0,1,0.9447710610085785,1,0.8549821746002341,0.42749108730011703,0.4061317596992394,43fae250df868aa4b58108013fdc55ded4ef9e6e0420bdf7e60386737dc61a96
0x39E167ae2eFab53758aae549c2e0AB0c2B5b0485,509.1917104083236,143.584139922777,0.002074560963350325,699,0.905150417826484,19,18,0.07791428470483205,0.07776439527235965,0,0,0.0,0,0.0002074560963350325,0.00010372804816751625,0.7686527287703312,faf38bf97fb48213fefb30d180eb185cbc4a98bff8f8083c4482fa64b16f850a
0xB263898b4341b2B686f10e77e9B4Aa392E2DDe51,517.3594670861773,25.006531058782286,2.3366390500568643,726,0.9953184560533677,17,15,0.05150173286229784,0.051735584246338596,0,0,0.0,0,0.23366390500568646,0.11683195250284323,0.34928324243848397,4f32bbf6e71bdf393298d46ff3346508a49b4e575e0773ccf529687250ee95aa
0x690068ae152480fB3Ff6EbfbEa285eCA96f68d87,563.409027771962,227.54417737873368,0.0727984379861064,764,0.9972508381052154,44,17,0.08449033288332976,0.09530712468864128,2,3,0.0,0,0.0072798437986106405,0.0036399218993053203,0.8694409848375011,df89b5c243845a3847ddccf114cf240c4c7510249bca07ac7fb2335e757906c6
0xc0c7E125a54D7C675EDa6A40B1B5619457ae324c,850.0,242.43220221555447,97.42622480968718,860,0.9553153891213868,28,9,0.006080557907334583,0.08737229314502942,0,0,0.0,0,9.74262248096872,4.87131124048436,0.12829506458822204,c8065507a6be9a489e7871f67fb8647f9827ef4bbe0a60007afc7ccd9a29ea6f
0x40028AE3606Ff66C6fb2C73BB353AeF0818cE4e9,360.4084966858976,187.92216190263647,9.582356949389169,337,0.8828338053756342,40,6,0.9453159145054023,0.05741358718950167,0,0,0.0,0,0.9582356949389169,0.47911784746945846,0.25112828268036,ee974984c46d9d33b512262b24b62620d19937eca4ddc8039fa920a38e940499
0xde59888A79A8D60B2246D74eb2179C0409890464,437.71732962057393,450.4150418685517,0.0649163638291859,34,0.9325387169554495,20,2,0.08383269311990504,0.014098156023472641,0,0,0.0,0,0.006491636382918591,0.0032458181914592956,0.28305026754711693,239d87a96595182cf672c878ab196f130d107be94b6a56d2e48d2eaf859664d9
0x4e46bf1fAC7Fbb641F046B57CeBEf2BF0CF5115F,527.5174122604826,149.3974014406883,0.0017051108616202627,141,0.8674389623200848,50,10,0.03013810373765762,0.06746978846552114,4,0,0.0,0,0.00017051108616202628,8.525554308101314e-05,0.4915270136268377,44d73a048e871e30d63a55d44cca0042aa3f29c5d40e4317af8592caab0015eb
0x4401125ae7385DD8f94017d094d09e5ED91BE405,850.0,10.46423633629575,83.04150496437828,747,0.9639972167032609,26,16,0.06978593959192192,0.07915735677392632,1,0,0.0,0,8.304150496437828,4.152075248218914,0.9548668762855531,ce3816ee1ef59f1e2aed51329ae0382254aae1d81ae08900a5f7188f745be3f7
0x8ADc8Ad64f4bB3A25284EB5940D69395547bBccD,565.6896614234907,222.37766639583225,0.5606365999221168,828,0.9587626802210426,49,15,0.08616953974522433,0.07605613636363028,0,0,0.8079801364048259,0,0.05606365999221168,0.02803182999610584,0.343833377907531,4e56ad05a193a21aae0673a8373b155f833ded17eec830646fb2060f929863e4
0x56fa352321628129Da7ce554e3Ae071eAD3B9cc9,517.2084304007443,183.62019160576847,0.06367096286623715,436,0.9147736803931332,24,15,0.00657019032728371,0.06682629712282315,0,0,0.9625683413106885,1,0.006367096286623715,0.0031835481433118576,0.7186038776001681,5d95fdb12b93597d09939878c69db2ef05b69bb8ebcd6643d9e4a2431017e347
0x470c6287628d7Eb51dd510053E33cB696EA5B424,583.2783719578296,992.6476313708931,4.904420192833102,2643,0.9027395830880147,15,12,0.0020725147753198115,0.007726732513894486,0,0,0.0,0,0.49044201928331027,0.24522100964165514,0.24882649748358054,bc28335f145217b561ece7cb1bf4727c1831994cf3d4c42cb263fd353f4ab95e
0x7AE3c0D6F4dd7D23BD96e0d510647635d6b047E9,388.17244323751265,309.2549702652028,0.436553619992918,277,0.9020763673764527,12,5,0.07307439806778744,0.35077213931943396,0,0,0.0,0,0.0436553619992918,0.0218276809996459,0.8587405878866873,df9f3266cd81317bbfbc0937426a1176f49715b13aa5f8675249e639293868ee
0xfEE7A440c43BBBfED88f7cd0610320E70D98c3AC,850.0,18.98947444901834,0.022001857559814944,30805,0.9539101583144934,27,8,0.9599739053597438,0.07018748547642077,0,0,0.7946256219445617,0,0.0022001857559814943,0.0011000928779907472,0.7132691572937309,d501d7662b591dbc44c7bc334b63819da8f0d3229f8193bd9434fa2417b49805
0x1985CFF75e1aA3E8DC83D67D0b57c4558d0920d8,544.84217003144,1414.709097729804,0.9725388202866284,33,0.9036317630003541,39,10,0.03573670052863739,0.07103675751174295,0,0,0.0,0,0.09725388202866285,0.048626941014331425,0.6304021002773844,82f0a0495630977aa0c51f42e197289d4ba0c445df4b916fea55e84eaed3c2a6
0x22B335917506B503B681022e8c272770b0774760,452.3627590265333,96.71633555910236,0.009440080055936308,7,0.9506062765513211,12,10,0.032001092962008475,0.08756408703022914,0,0,0.0,0,0.0009440080055936308,0.0004720040027968154,0.0,8547a231b2b107d1fc14b978f95a882a63a0c7a94087c8358c81bc61d42a099c
0x0c25341A2b8217970C1bd11a0f90a2C223a17892,546.6276383918281,152.62165456443876,0.044567994455771726,940,0.8986936069861061,41,15,0.05852065889043337,0.07827897129680637,0,0,0.8775150298044927,0,0.004456799445577172,0.002228399722788586,0.14895887235621985,a11db9719e888054ba7318336669fc1af3cfaf03715ccd5d8bed5ae8e38a23ec
0xe1a3D3F20240569f13D4f87477Bb2107b042A53a,540.205238007652,87.985290243758,0.7466172223461965,980,0.9326643454400673,37,14,0.05077861703131871,0.08432743425940747,0,0,0.8872582593472341,0,0.07466172223461966,0.03733086111730983,0.15661118369908233,928796c5a7155086a0ee8137fe906ee4dc14b08e8ea7a4078495d464bac6aaaa
0xeCD88B6Cd580aEBD7bF8273A48e8F822CEC1fF2F,519.9735429330763,4.755474429484356,0.07527647138435449,8,0.8545580731172173,35,18,0.09528756843091785,0.04727613346702939,5,0,0.0,0,0.007527647138435449,0.0037638235692177245,0.0,176032d2f5d6a31a75bd3325bc6aed9a342b764e14f4222b3dfe2f2bcd0745fb
0xFE8f8c319d5A3985593c6648e7788380B91c88A9,409.0875133954373,449.2355614605189,0.056948269304075295,1471,0.9586643043330043,3,17,0.005724466466724099,0.7909772579513121,0,2,0.0,0,0.00569482693040753,0.002847413465203765,0.8866600341697001,fcaca1b34f3b689241eea69cb8c7b60080703827ea57350858f056a2fdb271df
